group,title,member,keyword,thumbnail
IVE,LOVE DIVE,안유진,"['사랑해', '아이브', '댄브', '도입', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
IVE,LOVE DIVE,이서,"['파트', '아이브', '사랑해', '노래', '다이브']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%B5%E1%84%89%E1%85%A5.jpeg?raw=true
IVE,LOVE DIVE,장원영,"['사랑해', '노래', '파트', '아이브', '표정']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8C%E1%85%A1%E1%86%BC%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%8B%E1%85%A7%E1%86%BC.jpeg?raw=true
IVE,Off The Record,가을,"['선배', '노래', '아이브', '파트', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B3%E1%86%AF.jpeg?raw=true
IVE,Off The Record,레이,"['아이브', '사랑해', '노래', '하트', '머리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%85%E1%85%A6%E1%84%8B%E1%85%B5.jpeg?raw=true
IVE,Off The Record,리즈,"['음색', '파트', '아이브', '목소리', '지원이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B3.jpeg?raw=true
IVE,Off The Record,안유진,"['단발', '아이브', '노래', '음색', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
IVE,Off The Record,이서,"['아이브', '사랑해', '파트', '노래', '눈물']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%B5%E1%84%89%E1%85%A5.jpeg?raw=true
IVE,Off The Record,장원영,"['안경', '사랑해', '아이브', '노래', '너드']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8C%E1%85%A1%E1%86%BC%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%8B%E1%85%A7%E1%86%BC.jpeg?raw=true
IVE,해야 (HEYA),가을,"['파트', '선배', '아이브', '사랑해', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B3%E1%86%AF.jpeg?raw=true
IVE,해야 (HEYA),레이,"['아이브', '도입', '음색', '사랑해', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%85%E1%85%A6%E1%84%8B%E1%85%B5.jpeg?raw=true
IVE,해야 (HEYA),리즈,"['파트', '음색', '노래', '아이브', '목소리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B3.jpeg?raw=true
IVE,해야 (HEYA),안유진,"['아이브', '단발', '파트', '사랑해', '고음']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
IVE,해야 (HEYA),이서,"['파트', '호랑이', '아이브', '앞머리', '아기']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8B%E1%85%B5%E1%84%89%E1%85%A5.jpeg?raw=true
IVE,해야 (HEYA),장원영,"['워녕적사', '아이브', '파트', '사랑해', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3_%E1%84%8C%E1%85%A1%E1%86%BC%E1%84%8B%E1%85%AF%E1%86%AB%E1%84%8B%E1%85%A7%E1%86%BC.jpeg?raw=true
Kep1er,All,강예서,"['파트', '사랑해', '노래', '케플러', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,All,김다연,"['연아', '사랑해', '케플러', '파트', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,All,김채현,"['현아', '사랑해', '데뷔', '케플러', '파트']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,All,마시로,"['케플러', '사랑해', '데뷔', '노래', '바히']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%80%E1%85%A1%E1%84%85%E1%85%A1%E1%86%B7_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,All,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,All,서영은,"['사랑해', '케플러', '노래', '파트', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
Kep1er,All,최유진,"['사랑해', '파트', '케플러', '노래', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,All,휴닝바이에,"['파트', '바히', '목소리', '노래', '분량']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
Kep1er,All,히카루,"['화이팅', '케플러', '파이팅', '노래', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,Giddy,강예서,"['고양이', '노래', '언니', '사랑해', '머리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Giddy,김다연,"['노래', '케플러', '머리', '언니', '앨범']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Giddy,김채현,"['현아', '노래', '센터', '파트', '로미']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Giddy,마시로,"['사랑해', '하루', '케플러', '퐈이팅', '응원']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%80%E1%85%A1%E1%84%85%E1%85%A1%E1%86%B7_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Giddy,샤오팅,"['화이팅', '케플러', '파이팅', '노래', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,Giddy,서영은,"['사랑해', '브릿지', '파트', '개찢엇어', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
Kep1er,Giddy,최유진,"['사랑해', '케플러', '생일', '존예', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,Giddy,휴닝바이에,"['목소리', '노래', '인생', '컴백', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
Kep1er,Giddy,히카루,"['화이팅', '케플러', '파이팅', '노래', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,Grand Prix,강예서,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Grand Prix,김다연,"['엉덩이', '케플러', '사랑해', '해체', '최악']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Grand Prix,김채현,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Grand Prix,마시로,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%80%E1%85%A1%E1%84%85%E1%85%A1%E1%86%B7_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Grand Prix,샤오팅,"['화이팅', '케플러', '사랑해', '활동', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,Grand Prix,서영은,"['사랑해', '표정', '갱신', '레전드', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
Kep1er,Grand Prix,최유진,"['케플러', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,Grand Prix,휴닝바이에,"['사랑해', '케플러', '오빠', '이상', '투표']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
Kep1er,Grand Prix,히카루,"['화이팅', '케플러', '사랑해', '활동', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,I do! Do you,강예서,"['케플러', '화이팅', '성공', '바히', '플리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,I do! Do you,김다연,"['짱구', '케플러', '노래', '남자', '관리']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,I do! Do you,김채현,"['케플러', '현아', '채강', '반함', '로미']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,I do! Do you,마시로,"['카와이이', '케플러', '플리', '바히', '치가']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%80%E1%85%A1%E1%84%85%E1%85%A1%E1%86%B7_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,I do! Do you,샤오팅,"['화이팅', '케플러', '파이팅', '일본', '활동']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,I do! Do you,서영은,"['보컬', '파트', '분량', '케플러', '일본']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
Kep1er,I do! Do you,최유진,"['케플러', '언니', '일본어', '노래', '켚둥이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,I do! Do you,휴닝바이에,"['케플러', '사랑해', '찰떡', '파이팅', '컨셉']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
Kep1er,I do! Do you,히카루,"['화이팅', '케플러', '파이팅', '일본', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,Straight Line,강예서,"['사랑해', '케플러', '분위기', '더더', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Straight Line,김다연,"['초밥', '케플러', '사랑해', '뉴진스', '런칭해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Straight Line,김채현,"['언니', '사랑해', '케플러', '시간', '센터']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Straight Line,마시로,"['레전드', '지지', '사랑해', '케플러', '소주']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%85%E1%85%B3%E1%84%89%E1%85%A6%E1%84%85%E1%85%A1%E1%84%91%E1%85%B5%E1%86%B7_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%80%E1%85%A1%E1%84%85%E1%85%A1%E1%86%B7_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Straight Line,샤오팅,"['화이팅', '케플러', '파이팅', '일본', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,Straight Line,서영은,"['단발', '사랑해', '케플러', '노래', '미모']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A5%E1%84%8B%E1%85%A7%E1%86%BC%E1%84%8B%E1%85%B3%E1%86%AB.jpeg?raw=true
Kep1er,Straight Line,최유진,"['사랑해', '케플러', '존예', '윙크', '켚동']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,Straight Line,휴닝바이에,"['사랑해', '언니', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B2%E1%84%82%E1%85%B5%E1%86%BC%E1%84%87%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8B%E1%85%A6.jpeg?raw=true
Kep1er,Straight Line,히카루,"['화이팅', '케플러', '파이팅', '일본', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,Sugar Rush,강예서,['파트'],https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Sugar Rush,김채현,['졸라'],https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%8E%E1%85%A2%E1%84%92%E1%85%A7%E1%86%AB.jpeg?raw=true
Kep1er,Sugar Rush,샤오팅,"['파이팅', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%89%E1%85%A3%E1%84%8B%E1%85%A9%E1%84%90%E1%85%B5%E1%86%BC.jpeg?raw=true
Kep1er,Sugar Rush,최유진,"['컨셉', '헨델', '케플러', '아역', '아아']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8B%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
Kep1er,Sugar Rush,히카루,"['파이팅', '케플러']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%92%E1%85%B5%E1%84%8F%E1%85%A1%E1%84%85%E1%85%AE.jpeg?raw=true
Kep1er,Up!,강예서,"['파트', '왤케', '엔딩', '신곡', '상큼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%8B%E1%85%A8%E1%84%89%E1%85%A5_%E1%84%90%E1%85%A1%E1%86%AF%E1%84%90%E1%85%AC.jpeg?raw=true
Kep1er,Up!,김다연,"['파트', '케플러', '노래', '연아', '컴백']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8F%E1%85%A6%E1%84%91%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%83%E1%85%A1%E1%84%8B%E1%85%A7%E1%86%AB.jpeg?raw=true
